	id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	D1|D1	D1|D2	D2|D1	D2|D2
694	CPI-CS06703B08B	FZD5_LRP6_WNT7A	complex:FZD5_LRP6	simple:O00755		ENSG00000154764	True	False	False	curated	False	1.5				
695	CPI-CS0A63FEF59	FZD10_LRP5_WNT7A	complex:FZD10_LRP5	simple:O00755		ENSG00000154764	True	False	False	curated	False	1.5				
696	CPI-CS09FB07CB1	FZD2_LRP6_WNT5A	complex:FZD2_LRP6	simple:P41221		ENSG00000114251	True	False	False	curated	False	1.5				
697	CPI-CS00529A443	FZD2_LRP5_WNT5A	complex:FZD2_LRP5	simple:P41221		ENSG00000114251	True	False	False	curated	False	1.5				
698	CPI-CS0B3F661F1	FZD10_LRP6_WNT5A	complex:FZD10_LRP6	simple:P41221		ENSG00000114251	True	False	False	curated	False	1.5				
699	CPI-SS028784FC6	HLA-DPA1_TNFSF9	simple:HLADPA1	simple:P41273	ENSG00000231389	ENSG00000125657	True	True	False	InnateDB-All	False	1.5				
700	CPI-SS00A8596B5	PVR_TNFSF9	simple:P15151	simple:P41273	ENSG00000073008	ENSG00000125657	True	True	False	InnateDB-All	False	1.5				
701	CPI-CS0B031BE95	FZD10_LRP5_WNT5B	complex:FZD10_LRP5	simple:Q9H1J7		ENSG00000111186	True	False	False	curated	False	1.5				
702	CPI-CS0B00A632D	FZD10_LRP6_WNT5B	complex:FZD10_LRP6	simple:Q9H1J7		ENSG00000111186	True	False	False	curated	False	1.5				
703	CPI-CS07545410E	FZD1_LRP5_WNT5B	complex:FZD1_LRP5	simple:Q9H1J7		ENSG00000111186	True	False	False	curated	False	1.5				
704	CPI-CS01D8707DF	FZD1_LRP6_WNT5B	complex:FZD1_LRP6	simple:Q9H1J7		ENSG00000111186	True	False	False	curated	False	1.5				
705	CPI-CS0DF112C1C	FZD2_LRP5_WNT5B	complex:FZD2_LRP5	simple:Q9H1J7		ENSG00000111186	True	False	False	curated	False	1.5				
706	CPI-CS0FCBFAE02	FZD2_LRP6_WNT5B	complex:FZD2_LRP6	simple:Q9H1J7		ENSG00000111186	True	False	False	curated	False	1.5				
707	CPI-CS0DCC20D87	FZD3_LRP5_WNT5B	complex:FZD3_LRP5	simple:Q9H1J7		ENSG00000111186	True	False	False	curated	False	1.5				
708	CPI-CS090834433	FZD3_LRP6_WNT5B	complex:FZD3_LRP6	simple:Q9H1J7		ENSG00000111186	True	False	False	curated	False	1.5				
709	CPI-CS0B0D7EFFD	FZD4_LRP5_WNT5B	complex:FZD4_LRP5	simple:Q9H1J7		ENSG00000111186	True	False	False	curated	False	1.5				
710	CPI-CS06CF549E0	FZD4_LRP6_WNT5B	complex:FZD4_LRP6	simple:Q9H1J7		ENSG00000111186	True	False	False	curated	False	1.5				
711	CPI-CS026456D1C	FZD5_LRP5_WNT5B	complex:FZD5_LRP5	simple:Q9H1J7		ENSG00000111186	True	False	False	curated	False	1.5				
712	CPI-CS016BAF864	FZD5_LRP6_WNT5B	complex:FZD5_LRP6	simple:Q9H1J7		ENSG00000111186	True	False	False	curated	False	1.5				
713	CPI-CS0890B81F6	FZD6_LRP5_WNT5B	complex:FZD6_LRP5	simple:Q9H1J7		ENSG00000111186	True	False	False	curated	False	1.5				
714	CPI-CS0382E5A36	FZD6_LRP6_WNT5B	complex:FZD6_LRP6	simple:Q9H1J7		ENSG00000111186	True	False	False	curated	False	1.5				
715	CPI-CS04EF7616F	FZD7_LRP5_WNT5B	complex:FZD7_LRP5	simple:Q9H1J7		ENSG00000111186	True	False	False	curated	False	1.5				
716	CPI-CS0613E3AB7	FZD7_LRP6_WNT5B	complex:FZD7_LRP6	simple:Q9H1J7		ENSG00000111186	True	False	False	curated	False	1.5				
717	CPI-CS0DB2153A6	FZD8_LRP5_WNT5B	complex:FZD8_LRP5	simple:Q9H1J7		ENSG00000111186	True	False	False	curated	False	1.5				
718	CPI-CS0AE8152FD	FZD8_LRP6_WNT5B	complex:FZD8_LRP6	simple:Q9H1J7		ENSG00000111186	True	False	False	curated	False	1.5				
719	CPI-SS0BBB4E185	SFRP5_WNT5B	simple:Q5T4F7	simple:Q9H1J7	ENSG00000120057	ENSG00000111186	True	False	False	curated	False	1.5				
720	CPI-SS08696CC33	SFRP4_WNT5B	simple:Q6FHJ7	simple:Q9H1J7	ENSG00000106483	ENSG00000111186	True	False	False	curated	False	1.5				
721	CPI-SS004A55455	FRZB_WNT5B	simple:Q92765	simple:Q9H1J7	ENSG00000162998	ENSG00000111186	True	False	False	curated	False	1.5				
722	CPI-SS098223056	SFRP2_WNT5B	simple:Q96HF1	simple:Q9H1J7	ENSG00000145423	ENSG00000111186	True	False	False	curated	False	1.5				
723	CPI-CS0A527731D	FZD10_LRP5_WNT5A	complex:FZD10_LRP5	simple:P41221		ENSG00000114251	True	False	False	curated	False	1.5				
724	CPI-CS06F5B58EC	FZD6_LRP6_WNT7A	complex:FZD6_LRP6	simple:O00755		ENSG00000154764	True	False	False	curated	False	1.5				
725	CPI-CS075442484	BMR1A_ACR2A_BMP2	complex:BMR1A_ACR2A	simple:P12643		ENSG00000125845	True	True	False	curated	False	1.5				
726	CPI-SS0B990492C	CADM1_NECTIN3	simple:Q9BY67	simple:Q9NQS3	ENSG00000182985	ENSG00000177707	False	False	False	curated	False	1.5				
727	CPI-SS03859E16F	TIGIT_NECTIN3	simple:Q495A1	simple:Q9NQS3	ENSG00000181847	ENSG00000177707	False	False	False	curated	False	1.5				
728	CPI-SC0149E8473	FN1_integrin_a2Bb3_complex	simple:P02751	complex:integrin_a2Bb3_complex	ENSG00000115414		True	False	False	curated	True	1.5				
729	CPI-SC0D085D655	THBS1_integrin_a2Bb3_complex	simple:P07996	complex:integrin_a2Bb3_complex	ENSG00000137801		False	False	False	curated	True	1.5				
730	CPI-CC08AF02F92	fibrinogen_integrin_a2Bb3_complex	complex:fibrinogen	complex:integrin_a2Bb3_complex			False	False	False	curated	True	1.5				
731	CPI-SC0E5A1BA8E	LAMA3_integrin_a3b1_complex	simple:Q16787	complex:integrin_a3b1_complex	ENSG00000053747		True	False	False	curated	True	1.5				
732	CPI-SC0FA241084	CSPG4_integrin_a3b1_complex	simple:Q6UVK1	complex:integrin_a3b1_complex	ENSG00000173546		False	False	False	curated	True	1.5				
733	CPI-SC08F3F7DC6	PLA2G2A_integrin_a5b1_complex	simple:P14555	complex:integrin_a5b1_complex	ENSG00000188257		True	False	False	curated	True	1.5				
734	CPI-SC024FAED24	LAMC1_integrin_a6b1_complex	simple:P11047	complex:integrin_a6b1_complex	ENSG00000135862		True	False	False	curated	True	1.5				
735	CPI-SC03FF6E42F	LAMC1_integrin_a7b1_complex	simple:P11047	complex:integrin_a7b1_complex	ENSG00000135862		True	False	False	curated	True	1.5				
736	CPI-SC09D882C18	CDH1_integrin_aEb7_complex	simple:P12830	complex:integrin_aEb7_complex	ENSG00000039068		False	False	False	curated	True	1.5				
737	CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	ENSG00000137801	ENSG00000135218	False	False	True	curated	False	1.5				
738	CPI-CC0287DE56B	fibrinogen_integrin_aMb2_complex	complex:fibrinogen	complex:integrin_aMb2_complex			False	False	False	curated	True	1.5				
739	CPI-SC0A2DB962D	CDH1_integrin_a2b1_complex	simple:P12830	complex:integrin_a2b1_complex	ENSG00000039068		False	False	False	curated	True	1.5				
740	CPI-SC003905460	THY1_integrin_aMb2_complex	simple:P04216	complex:integrin_aMb2_complex	ENSG00000154096		False	False	False	curated	True	1.5				
741	CPI-SC02C7E2DB4	F10_integrin_aMb2_complex	simple:P00742	complex:integrin_aMb2_complex	ENSG00000126218		True	False	False	curated	True	1.5				
742	CPI-SC0C93C7670	C3_integrin_aMb2_complex	simple:P01024	complex:integrin_aMb2_complex	ENSG00000125730		True	False	False	curated	True	1.5				
743	CPI-SC071B77A18	JAM3_integrin_aMb2_complex	simple:Q9BX67	complex:integrin_aMb2_complex	ENSG00000166086		True	False	False	curated	True	1.5				
744	CPI-CC066E261AE	fibrinogen_integrin_aXb2_complex	complex:fibrinogen	complex:integrin_aXb2_complex			False	False	False	curated	True	1.5				
745	CPI-SC0EFDBED2D	THY1_integrin_aXb2_complex	simple:P04216	complex:integrin_aXb2_complex	ENSG00000154096		False	False	False	curated	True	1.5				
746	CPI-SC08CB03AD8	ICAM1_integrin_aXb2_complex	simple:P05362	complex:integrin_aXb2_complex	ENSG00000090339		False	True	False	curated	True	1.5				
747	CPI-SS05A94DE17	FGF2_FGFR2	simple:P09038	simple:P21802	ENSG00000138685	ENSG00000066468	True	False	True	curated	False	1.5				
748	CPI-SS04A97448D	FGF1_FGFR2	simple:P05230	simple:P21802	ENSG00000113578	ENSG00000066468	True	False	True	curated	False	1.5				
749	CPI-SS06B86672A	CD44_FGFR2	simple:P16070	simple:P21802	ENSG00000026508	ENSG00000066468	True	True	True	InnateDB-All	False	1.5				
750	CPI-SS04640F9C3	TFF1_FGFR2	simple:P04155	simple:P21802	ENSG00000160182	ENSG00000066468	True	False	True	IMEx,InnateDB-All,MINT	False	1.5				
751	CPI-SS0969D6973	ESR1_FGFR2	simple:P03372	simple:P21802	ENSG00000091831	ENSG00000066468	True	True	True	InnateDB	False	1.5				
752	CPI-SC0C09120F1	ICAM1_integrin_aMb2_complex	simple:P05362	complex:integrin_aMb2_complex	ENSG00000090339		False	True	False	curated	True	1.5				
753	CPI-SS0330D939A	FGF17_FGFR2	simple:O60258	simple:P21802	ENSG00000158815	ENSG00000066468	True	False	True	I2D,InnateDB-All	False	1.5				
754	CPI-SC0A460766C	LAMC1_integrin_a2b1_complex	simple:P11047	complex:integrin_a2b1_complex	ENSG00000135862		True	False	False	curated	True	1.5				
755	CPI-SC0D10396B4	COL21A1_integrin_a2b1_complex	simple:Q96P44	complex:integrin_a2b1_complex	ENSG00000124749		True	False	False	curated	True	1.5				
756	CPI-SC050F64BB5	COL27A1_integrin_a1b1_complex	simple:Q8IZC6	complex:integrin_a1b1_complex	ENSG00000196739		True	False	False	curated	True	1.5				
757	CPI-SC0713C9654	COL22A1_integrin_a1b1_complex	simple:Q8NFW1	complex:integrin_a1b1_complex	ENSG00000169436		True	False	False	curated	True	1.5				
758	CPI-SC065DB6486	COL21A1_integrin_a1b1_complex	simple:Q96P44	complex:integrin_a1b1_complex	ENSG00000124749		True	False	False	curated	True	1.5				
759	CPI-SC0C841033A	COL17A1_integrin_a1b1_complex	simple:Q9UMD9	complex:integrin_a1b1_complex	ENSG00000065618		True	False	False	curated	True	1.5				
760	CPI-SC03AF43F8B	SEMA7A_integrin_a1b1_complex	simple:O75326	complex:integrin_a1b1_complex	ENSG00000138623		False	False	False	curated	True	1.5				
761	CPI-SC00D0AFED0	COL6A6_integrin_a2b1_complex	simple:A6NMZ7	complex:integrin_a2b1_complex	ENSG00000206384		True	False	False	curated	True	1.5				
762	CPI-SC03515B178	COL4A1_integrin_a2b1_complex	simple:P02462	complex:integrin_a2b1_complex	ENSG00000187498		True	False	False	curated	True	1.5				
763	CPI-SC046604E76	COL4A2_integrin_a2b1_complex	simple:P08572	complex:integrin_a2b1_complex	ENSG00000134871		True	False	False	curated	True	1.5				
764	CPI-SC0D3C12C3F	COL11A2_integrin_a2b1_complex	simple:P13942	complex:integrin_a2b1_complex	ENSG00000204248		True	False	False	curated	True	1.5				
765	CPI-SC0F94B7D8F	COL8A2_integrin_a2b1_complex	simple:P25067	complex:integrin_a2b1_complex	ENSG00000171812		True	False	False	curated	True	1.5				
766	CPI-SC0D5418330	COL5A3_integrin_a2b1_complex	simple:P25940	complex:integrin_a2b1_complex	ENSG00000080573		True	False	False	curated	True	1.5				
767	CPI-SC06EEEC092	COL17A1_integrin_a2b1_complex	simple:Q9UMD9	complex:integrin_a2b1_complex	ENSG00000065618		True	False	False	curated	True	1.5				
768	CPI-SC0B3564B15	COL8A1_integrin_a2b1_complex	simple:P27658	complex:integrin_a2b1_complex	ENSG00000144810		True	False	False	curated	True	1.5				
769	CPI-SC0E85E1FB0	COL15A1_integrin_a2b1_complex	simple:P39059	complex:integrin_a2b1_complex	ENSG00000204291		True	False	False	curated	True	1.5				
770	CPI-SC04BD52124	COL18A1_integrin_a2b1_complex	simple:P39060	complex:integrin_a2b1_complex	ENSG00000182871		True	False	False	curated	True	1.5				
771	CPI-SC072376C7B	COL4A4_integrin_a2b1_complex	simple:P53420	complex:integrin_a2b1_complex	ENSG00000081052		True	False	False	curated	True	1.5				
772	CPI-SC05640277E	COL7A1_integrin_a2b1_complex	simple:Q02388	complex:integrin_a2b1_complex	ENSG00000114270		True	False	False	curated	True	1.5				
773	CPI-SC0CCCF9A7F	COL14A1_integrin_a2b1_complex	simple:Q05707	complex:integrin_a2b1_complex	ENSG00000187955		True	False	False	curated	True	1.5				
774	CPI-SC0BB68FB34	COL9A3_integrin_a2b1_complex	simple:Q14050	complex:integrin_a2b1_complex	ENSG00000092758		True	False	False	curated	True	1.5				
775	CPI-SC0BDD04147	COL19A1_integrin_a2b1_complex	simple:Q14993	complex:integrin_a2b1_complex	ENSG00000082293		True	False	False	curated	True	1.5				
776	CPI-SC088A27EA5	COL24A1_integrin_a2b1_complex	simple:Q17RW2	complex:integrin_a2b1_complex	ENSG00000171502		True	False	False	curated	True	1.5				
777	CPI-SC0FA343CEF	COL13A1_integrin_a2b1_complex	simple:Q5TAT6	complex:integrin_a2b1_complex	ENSG00000197467		False	False	False	curated	True	1.5				
778	CPI-SC044C2FDA4	COL27A1_integrin_a2b1_complex	simple:Q8IZC6	complex:integrin_a2b1_complex	ENSG00000196739		True	False	False	curated	True	1.5				
779	CPI-SC04D3AE2F6	COL22A1_integrin_a2b1_complex	simple:Q8NFW1	complex:integrin_a2b1_complex	ENSG00000169436		True	False	False	curated	True	1.5				
780	CPI-SC0C287AFC3	COL4A5_integrin_a2b1_complex	simple:P29400	complex:integrin_a2b1_complex	ENSG00000188153		True	False	False	curated	True	1.5				
781	CPI-SS0F6A7A4DF	FGF18_FGFR2	simple:O76093	simple:P21802	ENSG00000156427	ENSG00000066468	True	False	True	I2D	False	1.5				
782	CPI-SS0735F5C3A	TIMP1_FGFR2	simple:P01033	simple:P21802	ENSG00000102265	ENSG00000066468	True	False	True	InnateDB-All	False	1.5				
783	CPI-SS0E928B8C8	FGF7_FGFR2	simple:P21781	simple:P21802	ENSG00000140285	ENSG00000066468	True	False	True	curated	False	1.5				
784	CPI-CS0B174B76B	ACVR_1A2B_receptor_BMP7	complex:ACVR_1A2B_receptor	simple:P18075		ENSG00000101144	True	True	False	curated	False	1.5				
785	CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ENSG00000149564	ENSG00000149564	False	False	False	curated	False	1.5				
786	CPI-CS08109C435	BMPR1B_BMPR2_BMP7	complex:BMPR1B_BMPR2	simple:P18075		ENSG00000101144	True	True	False	curated	False	1.5				
787	CPI-CS0D35E69F6	BMR1A_ACR2A_BMP7	complex:BMR1A_ACR2A	simple:P18075		ENSG00000101144	True	True	False	curated	False	1.5				
788	CPI-CS0C99F8D96	BMR1A_AVR2B_BMP7	complex:BMR1A_AVR2B	simple:P18075		ENSG00000101144	True	True	False	curated	False	1.5				
789	CPI-CS0DF85303A	BMR1B_AVR2A_BMP7	complex:BMR1B_AVR2A	simple:P18075		ENSG00000101144	True	True	False	curated	False	1.5				
790	CPI-CS08A853007	BMR1B_AVR2B_BMP7	complex:BMR1B_AVR2B	simple:P18075		ENSG00000101144	True	True	False	curated	False	1.5				
791	CPI-CC0490ADAF8	ACVR_1A2A_receptor_Activin_ligand_ab	complex:ACVR_1A2A_receptor	complex:Activin_ligand_ab			True	True	False	curated	False	1.5				
792	CPI-CC0E18AEFB6	ACVR_1A2B_receptor_Activin_ligand_ab	complex:ACVR_1A2B_receptor	complex:Activin_ligand_ab			True	True	False	curated	False	1.5				
793	CPI-CC041F23977	ACVR_1B2A_receptor_Activin_ligand_ab	complex:ACVR_1B2A_receptor	complex:Activin_ligand_ab			True	True	False	curated	False	1.5				
794	CPI-CC0C18A9B16	ACVR_1B2B_receptor_Activin_ligand_ab	complex:ACVR_1B2B_receptor	complex:Activin_ligand_ab			True	True	False	curated	False	1.5				
795	CPI-CS00F859B66	ACVR_1A2A_receptor_BMP7	complex:ACVR_1A2A_receptor	simple:P18075		ENSG00000101144	True	True	False	curated	False	1.5				
796	CPI-CC02979D66D	ACVR_1A2A_receptor_Inhibin_ligand_A	complex:ACVR_1A2A_receptor	complex:Inhibin_ligand_A			True	True	False	curated	False	1.5				
797	CPI-CC05E2C9AF8	ACVR_1B2A_receptor_Inhibin_ligand_A	complex:ACVR_1B2A_receptor	complex:Inhibin_ligand_A			True	True	False	curated	False	1.5				
798	CPI-CC0CC548F18	ACVR_1B2B_receptor_Inhibin_ligand_A	complex:ACVR_1B2B_receptor	complex:Inhibin_ligand_A			True	True	False	curated	False	1.5				
799	CPI-CC0C6A98CDA	ACVR_1A2A_receptor_Inhibin_ligand_B	complex:ACVR_1A2A_receptor	complex:Inhibin_ligand_B			True	True	False	curated	False	1.5				
800	CPI-CC0C3B561BC	ACVR_1A2B_receptor_Inhibin_ligand_B	complex:ACVR_1A2B_receptor	complex:Inhibin_ligand_B			True	True	False	curated	False	1.5				
801	CPI-CC0E6C03753	ACVR_1B2A_receptor_Inhibin_ligand_B	complex:ACVR_1B2A_receptor	complex:Inhibin_ligand_B			True	True	False	curated	False	1.5				
802	CPI-CC031341B06	ACVR_1B2B_receptor_Inhibin_ligand_B	complex:ACVR_1B2B_receptor	complex:Inhibin_ligand_B			True	True	False	curated	False	1.5				
803	CPI-CS0E467E60C	ACVR_1A2A_receptor_INHA	complex:ACVR_1A2A_receptor	simple:P05111		ENSG00000123999	True	True	False	curated	False	1.5				
804	CPI-CS004C594E2	ACVR_1A2B_receptor_INHA	complex:ACVR_1A2B_receptor	simple:P05111		ENSG00000123999	True	True	False	curated	False	1.5				
805	CPI-CS03F19BFCB	ACVR_1B2A_receptor_INHA	complex:ACVR_1B2A_receptor	simple:P05111		ENSG00000123999	True	True	False	curated	False	1.5				
806	CPI-CS08387C315	ACVR_1B2B_receptor_INHA	complex:ACVR_1B2B_receptor	simple:P05111		ENSG00000123999	True	True	False	curated	False	1.5				
807	CPI-CS0E4E75E3B	BMPR1A_BMPR2_BMP2	complex:BMPR1A_BMPR2	simple:P12643		ENSG00000125845	True	True	False	curated	False	1.5				
808	CPI-CC003E0125E	ACVR_1A2B_receptor_Inhibin_ligand_A	complex:ACVR_1A2B_receptor	complex:Inhibin_ligand_A			True	True	False	curated	False	1.5				
809	CPI-CS08CC8F9D3	ACVR1_BMPR2_BMP7	complex:ACVR1_BMPR2	simple:P18075		ENSG00000101144	True	True	False	curated	False	1.5				
810	CPI-SS064281234	LAMP1_VSTM1	simple:P11279	simple:Q6UX27	ENSG00000185896	ENSG00000189068	True	True	True	IMEx,IntAct	False	1.5				
811	CPI-SS072E1E27A	FFAR2_TNF	simple:O15552	simple:P01375	ENSG00000126262	ENSG00000232810	True	True	False	IMEx,IntAct	False	1.5				
812	CPI-SS0D636A374	FGF2_FGFR3	simple:P09038	simple:P22607	ENSG00000138685	ENSG00000068078	True	False	True	curated	False	1.5				
813	CPI-SS015819E65	FGF1_FGFR3	simple:P05230	simple:P22607	ENSG00000113578	ENSG00000068078	True	False	True	curated	False	1.5				
814	CPI-SS0BC9F7E9E	FGF17_FGFR3	simple:O60258	simple:P22607	ENSG00000158815	ENSG00000068078	True	False	True	curated	False	1.5				
815	CPI-SS0E134097C	FGF18_FGFR3	simple:O76093	simple:P22607	ENSG00000156427	ENSG00000068078	True	False	True	I2D	False	1.5				
816	CPI-SS0BF3ED143	FGFR2_FGFR3	simple:P21802	simple:P22607	ENSG00000066468	ENSG00000068078	True	True	True	IMEx,InnateDB-All	False	1.5				
817	CPI-SS01F67987A	FGF2_FGFR1	simple:P09038	simple:P11362	ENSG00000138685	ENSG00000077782	True	False	True	curated	False	1.5				
818	CPI-SS0755A26DD	FGF1_FGFR1	simple:P05230	simple:P11362	ENSG00000113578	ENSG00000077782	True	False	True	curated	False	1.5				
819	CPI-SS008FB916C	FGF2_FGFR4	simple:P09038	simple:P22455	ENSG00000138685	ENSG00000160867	True	False	True	curated	False	1.5				
820	CPI-SS0D9366D11	FGF1_FGFR4	simple:P05230	simple:P22455	ENSG00000113578	ENSG00000160867	True	False	True	curated	False	1.5				
821	CPI-SS0CB6968B9	FGF2_FGFRL1	simple:P09038	simple:Q8N441	ENSG00000138685	ENSG00000127418	True	False	True	I2D	False	1.5				
822	CPI-SS068C742A1	FGF1_TGFBR3	simple:P05230	simple:Q03167	ENSG00000113578	ENSG00000069702	True	False	True	InnateDB-All	False	1.5				
823	CPI-SS085EE60B1	TGFB1_TGFBR3	simple:P01137	simple:Q03167	ENSG00000105329	ENSG00000069702	True	False	True	curated	False	1.5				
824	CPI-SS0D46E2B45	TGFB3_TGFBR3	simple:P10600	simple:Q03167	ENSG00000119699	ENSG00000069702	True	False	True	curated	False	1.5				
825	CPI-SS0178F5C45	TGFB2_TGFBR3	simple:P61812	simple:Q03167	ENSG00000092969	ENSG00000069702	True	False	True	curated	False	1.5				
826	CPI-SC0322BA9B5	IGF1_integrin_a6b4_complex	simple:P05019	complex:integrin_a6b4_complex	ENSG00000017427		True	False	False	curated	True	1.5				
827	CPI-SC06CB2F292	NRG1_integrin_a6b4_complex	simple:Q02297	complex:integrin_a6b4_complex	ENSG00000157168		True	True	False	curated	True	1.5				
828	CPI-SC03C27B368	TNC_integrin_aVb6_complex	simple:P24821	complex:integrin_aVb6_complex	ENSG00000041982		True	False	False	curated	True	1.5				
829	CPI-SS087B53ABF	JAM2_JAM3	simple:P57087	simple:Q9BX67	ENSG00000154721	ENSG00000166086	True	False	False	curated	False	1.5				
830	CPI-SS0F9D53834	JAM3_JAM3	simple:Q9BX67	simple:Q9BX67	ENSG00000166086	ENSG00000166086	True	False	False	curated	False	1.5				
831	CPI-SS01158CABF	FFAR2_FAM3C	simple:O15552	simple:Q92520	ENSG00000126262	ENSG00000196937	True	True	False	IMEx,IntAct	False	1.5				
832	CPI-SS034D36D2F	HLA-C_FAM3C	simple:HLAC	simple:Q92520	ENSG00000204525	ENSG00000196937	True	True	False	InnateDB-All	False	1.5				
833	CPI-SS055E061C9	LAMP1_FAM3C	simple:P11279	simple:Q92520	ENSG00000185896	ENSG00000196937	True	True	False	InnateDB-All	False	1.5				
834	CPI-SS033CB0BB2	CXADR_FAM3C	simple:P78310	simple:Q92520	ENSG00000154639	ENSG00000196937	True	True	False	IMEx,IntAct	False	1.5				
835	CPI-SS00FB3CB09	FFAR2_CCL4L2	simple:O15552	simple:Q8NHW4	ENSG00000126262	ENSG00000276070	True	True	False	IMEx,IntAct	False	1.5				
836	CPI-SS0F3D40856	PGRMC2_CCL4L2	simple:O15173	simple:Q8NHW4	ENSG00000164040	ENSG00000276070	True	True	False	IMEx,IntAct	False	1.5				
837	CPI-SC0FCF853DB	COL13A1_integrin_a1b1_complex	simple:Q5TAT6	complex:integrin_a1b1_complex	ENSG00000197467		False	False	False	curated	True	1.5				
838	CPI-SS0C5E9FBFB	NECTIN1_NECTIN3	simple:Q15223	simple:Q9NQS3	ENSG00000110400	ENSG00000177707	True	True	False	curated	False	1.5				
839	CPI-SC073A7317A	COL24A1_integrin_a1b1_complex	simple:Q17RW2	complex:integrin_a1b1_complex	ENSG00000171502		True	False	False	curated	True	1.5				
840	CPI-SC0DC74CBE5	COL9A3_integrin_a1b1_complex	simple:Q14050	complex:integrin_a1b1_complex	ENSG00000092758		True	False	False	curated	True	1.5				
841	CPI-SS014958F32	LGALS9_CD47	simple:O00182	simple:Q08722	ENSG00000168961	ENSG00000196776	True	False	True	InnateDB-All	False	1.5				
842	CPI-SS0339AE950	SIRPA_CD47	simple:P78324	simple:Q08722	ENSG00000198053	ENSG00000196776	False	True	True	curated	False	1.5				
843	CPI-SS0F8EFEECF	TNF_DAG1	simple:P01375	simple:Q14118	ENSG00000232810	ENSG00000173402	True	False	True	InnateDB-All	False	1.5				
844	CPI-SS0472C478C	BMP7_PTPRK	simple:P18075	simple:Q15262	ENSG00000101144	ENSG00000152894	True	False	True	InnateDB-All	False	1.5				
845	CPI-SS0CB863B46	WNT5A_PTPRK	simple:P41221	simple:Q15262	ENSG00000114251	ENSG00000152894	True	False	True	InnateDB-All	False	1.5				
846	CPI-SS08877A081	LGALS9_COLEC12	simple:O00182	simple:Q5KU26	ENSG00000168961	ENSG00000158270	True	False	True	InnateDB-All	False	1.5				
847	CPI-SS0E23CEB91	LGALS9_HAVCR2	simple:O00182	simple:Q8TDQ0	ENSG00000168961	ENSG00000135077	True	False	True	curated	False	1.5				
848	CPI-SS01E0F2D2C	NECTIN1_NECTIN4	simple:Q15223	simple:Q96NY8	ENSG00000110400	ENSG00000143217	True	True	True	curated	False	1.5				
849	CPI-SS0A5DF05C0	TIGIT_NECTIN2	simple:Q495A1	simple:Q92692	ENSG00000181847	ENSG00000130202	False	False	True	curated	False	1.5				
850	CPI-SC05FB58376	HTR3B_SerotoninDopamin_byDDC	simple:O95264	complex:SerotoninDopamin_byDDC	ENSG00000149305		True	True	False	curated	False	1.5				
851	CPI-SC0162A6735	DRD4_SerotoninDopamin_byDDC	simple:P21917	complex:SerotoninDopamin_byDDC	ENSG00000069696		True	True	False	curated	False	1.5				
852	CPI-SS006C6537E	MDK_LRP1	simple:P21741	simple:Q07954	ENSG00000110492	ENSG00000123384	True	False	True	I2D,InnateDB-All	False	1.5				
853	CPI-SC0463F13C5	HTR1D_SerotoninDopamin_byDDC	simple:P28221	complex:SerotoninDopamin_byDDC	ENSG00000179546		True	True	False	curated	False	1.5				
854	CPI-SC028882919	COL1A1_integrin_a10b1_complex	simple:P02452	complex:integrin_a10b1_complex	ENSG00000108821		True	False	False	curated	True	1.5				
855	CPI-SC0A7864078	COL3A1_integrin_a10b1_complex	simple:P02461	complex:integrin_a10b1_complex	ENSG00000168542		True	False	False	curated	True	1.5				
856	CPI-SC0756B421F	COL4A1_integrin_a10b1_complex	simple:P02462	complex:integrin_a10b1_complex	ENSG00000187498		True	False	False	curated	True	1.5				
857	CPI-SC0C91660AB	FN1_integrin_a10b1_complex	simple:P02751	complex:integrin_a10b1_complex	ENSG00000115414		True	False	False	curated	True	1.5				
858	CPI-SC0CED85DDE	COL5A2_integrin_a10b1_complex	simple:P05997	complex:integrin_a10b1_complex	ENSG00000204262		True	False	False	curated	True	1.5				
859	CPI-SC07707E049	COL1A2_integrin_a10b1_complex	simple:P08123	complex:integrin_a10b1_complex	ENSG00000164692		True	False	False	curated	True	1.5				
860	CPI-SC0096917A2	COL4A2_integrin_a10b1_complex	simple:P08572	complex:integrin_a10b1_complex	ENSG00000134871		True	False	False	curated	True	1.5				
861	CPI-SC0B991F6B1	COL11A1_integrin_a10b1_complex	simple:P12107	complex:integrin_a10b1_complex	ENSG00000060718		True	False	False	curated	True	1.5				
862	CPI-SC0251EEF61	COL6A1_integrin_a10b1_complex	simple:P12109	complex:integrin_a10b1_complex	ENSG00000142156		True	False	False	curated	True	1.5				
863	CPI-SC07F654CB3	COL6A2_integrin_a10b1_complex	simple:P12110	complex:integrin_a10b1_complex	ENSG00000142173		True	False	False	curated	True	1.5				
864	CPI-SC059D160BE	COL6A3_integrin_a10b1_complex	simple:P12111	complex:integrin_a10b1_complex	ENSG00000163359		True	False	False	curated	True	1.5				
865	CPI-SC0E03C13D1	COL6A6_integrin_a10b1_complex	simple:A6NMZ7	complex:integrin_a10b1_complex	ENSG00000206384		True	False	False	curated	True	1.5				
